Número Consecutivo,Título,Autor,Sinopsis,Género,Año,URL Preview
1213,El corazon helado - Almudena Grandes,"Grandes, Almudena",Extensa saga familiar que recorre la historia de España desde la Guerra Civil hasta la actualidad.,Novela,2007,https://drive.google.com/file/d/1mLGHmaCKa3d3TOdvoKrc10pKMlTNJQ-Z/preview
1214,El lector de Julio Verne - Almudena Grandes,"Grandes, Almudena","Un niño, hijo de un guardia civil en la posguerra, descubre la libertad y la resistencia a través de los libros.",Novela,2012,https://drive.google.com/file/d/1Bjw0z12WB1mkQayx1ZnNcRtMdnz5t8ng/preview
1215,Estaciones de paso - Almudena Grandes,"Grandes, Almudena",Serie de relatos sobre adolescentes que enfrentan momentos decisivos que marcarán su transición a la vida adulta.,Cuento,2005,https://drive.google.com/file/d/1UXBYFX3068DmnZlEwm58CncY20bknPrV/preview
1216,Ines y la alegria - Almudena Grandes,"Grandes, Almudena",Relato sobre la invasión del Valle de Arán por republicanos en 1944 y la lucha de una mujer valiente.,Novela,2010,https://drive.google.com/file/d/1dQNTOzF_Jx0EbEsWnRcakbVU4aUF8hsV/preview
1217,La herida perpetua - Almudena Grandes,"Grandes, Almudena",Recopilación de artículos de opinión donde la autora analiza con agudeza la realidad política y social española.,Ensayo,2005,https://drive.google.com/file/d/1VgaE5GRikliy_UpB1m1pZkPSUlCa8h1w/preview
1218,La madre de Frankenstein - Almudena Grandes,"Grandes, Almudena",Novela ambientada en un manicomio de los años cincuenta centrada en los últimos días de Aurora Rodríguez Carballeira.,Novela,2020,https://drive.google.com/file/d/1aTCE1pOpnJu6Rkb5h7ukYtst4Rb706TB/preview
1219,Las edades de Lulu - Almudena Grandes,"Grandes, Almudena",Exploración del deseo y la maduración sexual de una joven que se ve envuelta en juegos eróticos prohibidos.,Novela erótica,1989,https://drive.google.com/file/d/1XJq85Jsbyz9zLZViZYg1VOf2UV2RkcFW/preview
1220,Las tres bodas de Manolita - Almudena Grandes,"Grandes, Almudena",Crónica de la supervivencia en el Madrid de la posguerra protagonizada por una joven que lucha por su familia.,Novela,2014,https://drive.google.com/file/d/1AZYnVx38ds9nzsRlF0U9IABza0CHmh9-/preview
1221,Los aires dificiles - Almudena Grandes,"Grandes, Almudena",Dos extraños huyen de sus pasados en Madrid para reconstruir sus vidas en la costa de Cádiz.,Novela,2002,https://drive.google.com/file/d/1OT7kdO1SJ1d72Dk2ZJ0noDoA0xkLsrw8/preview
1222,Los besos en el pan - Almudena Grandes,"Grandes, Almudena","Retrato coral de un barrio madrileño enfrentando la crisis económica con dignidad, solidaridad y resiliencia cotidiana.",Novela,2015,https://drive.google.com/file/d/1dMNvscDby3nb3DlCoptmnnEgnPIv2Paj/preview
1223,Los pacientes del doctor Garcia - Almudena Grandes,"Grandes, Almudena",Thriller histórico sobre una red de evasión de criminales nazis que opera en Madrid tras la Segunda Guerra Mundial.,Novela,2017,https://drive.google.com/file/d/14v7UrzZyx7R1OWeh-rmRv88zRKTV66_r/preview
1224,Malena es un nombre de tango - Almudena Grandes,"Grandes, Almudena",Una mujer busca su propia identidad en una familia burguesa marcada por secretos y comparaciones con su hermana perfecta.,Novela,1994,https://drive.google.com/file/d/1bhJcCybwUS9yhvd_gmRgiB5Cy8IeE-SF/preview
1225,Modelos de mujer - Almudena Grandes,"Grandes, Almudena",Antología de relatos protagonizados por mujeres diversas que reivindican su derecho a elegir su propio destino.,Cuento,1996,https://drive.google.com/file/d/1Eaabr3QUl0Xj60kjaEUoQaq_z118ZWGE/preview
1226,Te llamare Viernes - Almudena Grandes,"Grandes, Almudena",Historia de amor entre dos seres marginados y solitarios que intentan sobrevivir en un Madrid hostil y gris.,Novela,1991,https://drive.google.com/file/d/1L5Kh2LavL5sgXewtqPlZWQytSczU245L/preview
1227,Bajo la misma estrella - John Green,"Green, John",Dos adolescentes con cáncer encuentran el amor y un sentido profundo a la vida mientras enfrentan su mortalidad.,Novela juvenil,2012,https://drive.google.com/file/d/1IuCKkckB0ebuuSpyQCN1Mw3rPv0_iy-I/preview
1228,Ciudades de papel - John Green,"Green, John",Quentin emprende un viaje para encontrar a su enigmática vecina Margo tras su misteriosa desaparición.,Novela juvenil,2008,https://drive.google.com/file/d/1cYCQlEot2qbB3aFZdSO-zY2ETmjWG9NX/preview
1229,Mil veces hasta siempre - John Green,"Green, John",Aza Holmes intenta ser una buena hija y amiga mientras lidia con su trastorno obsesivo-compulsivo y miedos.,Novela juvenil,2017,https://drive.google.com/file/d/1k9Uv6HdrzyqBTejH8rxrovzEAkVIecdy/preview
1230,El Arte de la Seduccion - Robert Greene,"Greene, Robert",Análisis psicológico de las tácticas y tipos de seductores a través de figuras históricas para obtener poder interpersonal.,Psicología,2001,https://drive.google.com/file/d/1G4sBrohFftYdeyo39BG85kta32TJtOFR/preview
1231,La Ley 50 - Robert Greene,"Greene, Robert",Colaboración con 50 Cent que explora la importancia de no tener miedo para alcanzar el éxito y el poder.,Autoayuda,2009,https://drive.google.com/file/d/17HYyMIeW79gykSHGenIQq-pLDERUBzFn/preview
1232,Las 33 estrategias de la guerra - Robert Greene,"Greene, Robert",Guía estratégica que aplica principios militares históricos a los conflictos sociales y profesionales de la vida moderna.,Ensayo,2006,https://drive.google.com/file/d/1k-d8LYy7BLu2rEr2kSSaBD-dK6XxC90J/preview
1233,Las 48 leyes del poder - Robert Greene,"Greene, Robert","Compendio de reglas despiadadas e históricas sobre cómo adquirir, observar y defenderse contra el control ajeno.",Ensayo,1998,https://drive.google.com/file/d/1GT3oewGE4CudXBQNSkRHECS2mK85Au9o/preview
1234,Maestría - Robert Greene,"Greene, Robert",Investigación sobre el camino que recorrieron grandes maestros para alcanzar la excelencia en sus respectivas disciplinas.,Autoayuda,2012,https://drive.google.com/file/d/1I8Bezu_kmNU1x-SXIXaqqyAURQF5lz17/preview
1235,Los_tres_pelos_de_oro_del_diablo-Hermanos_Grimm,"Grimm, Hermanos",Fábula clásica sobre un joven que debe cumplir misiones imposibles para casarse con la hija del rey.,Cuento,1812,https://drive.google.com/file/d/1paOANsj-IhuHS-6f4YljxcYuZ48fHKWr/preview
1236,El Madrid de Antonia Scott - Juan GomezJurado,"Gómez-Jurado, Juan",Guía literaria y personal por los escenarios madrileños que recorren los personajes de la saga Reina Roja.,Ensayo,2020,https://drive.google.com/file/d/1TRrI9lP5zicNer8Zg3DfVgDarZ4W-lXd/preview
1237,Loba Negra - Juan GomezJurado,"Gómez-Jurado, Juan",Antonia Scott y Jon Gutiérrez enfrentan a una rival tan inteligente y peligrosa como la propia Reina Roja.,Thriller,2019,https://drive.google.com/file/d/1o32zlnelcopdgmFks_J8WEz7snyAIfVo/preview
1238,Reina Roja - Juan GomezJurado,"Gómez-Jurado, Juan","Antonia Scott, la mujer más inteligente del mundo, debe salir de su retiro para resolver un crimen ritual.",Thriller,2018,https://drive.google.com/file/d/19NTUX_xydbT35YeRIqUUvpzazjHU4qsi/preview
1239,Rey Blanco - Juan GomezJurado,"Gómez-Jurado, Juan",Conclusión de la trilogía donde Antonia Scott enfrenta el juego definitivo para salvar a sus seres queridos.,Thriller,2020,https://drive.google.com/file/d/1Af7LjE6f75tr9pgRfN5ZcIikMmC05jGn/preview
1240,Historia del tiempo - Stephen W. Hawking,"HAWKING, STEPHEN","Explicación magistral sobre el origen del universo, los agujeros negros y la naturaleza del espacio y el tiempo.",Divulgación científica,1988,https://drive.google.com/file/d/1tLq4qK7gkxWdNRomuUTOj1RMQCvDrvtU/preview
1241,La mente de los justos - Jonathan Haidt,"Haidt, Jonathan",Investigación sobre por qué las personas buenas se dividen por política y religión basándose en la psicología moral.,Psicología,2012,https://drive.google.com/file/d/1BN_gLo1YlVSYt1k5IrRp6b6t8nfE5W1-/preview
1242,La transformacion de la mente moderna - Jonathan Haidt,"Haidt, Jonathan",Análisis sobre cómo las buenas intenciones y las malas ideas están preparando a una generación para el fracaso.,Sociología,2018,https://drive.google.com/file/d/1047O-9ZgVGeFhIVuVHlwHxjxWZ1Pn8ka/preview
1243,El aroma del tiempo - Byung-Chul Han,"Han, Byung-Chul",Ensayo filosófico sobre la crisis temporal moderna y la pérdida del arte de demorarse en la contemplación.,Filosofía,2009,https://drive.google.com/file/d/1jmREYOtwjSHCs0A9O8wXY6tjIrFeK3Ft/preview
1244,En el enjambre - Byung-Chul Han,"Han, Byung-Chul",Reflexión sobre cómo la digitalización está transformando la comunicación social y erosionando el respeto y la privacidad.,Filosofía,2013,https://drive.google.com/file/d/11srsC1O78wWMSQOCLm3_2R8O_3pUycvc/preview
1245,Filosofia del budismo Zen - Byung-Chul Han,"Han, Byung-Chul",Estudio comparativo que explora los conceptos fundamentales del Zen y su relación con el pensamiento occidental.,Filosofía,2002,https://drive.google.com/file/d/1V69iKzmZ5hp6JqK3BXzniI7Dj5ZBsVsx/preview
1246,La agonia del eros - Byung-Chul Han,"Han, Byung-Chul","Crítica a la sociedad contemporánea que, al enfocarse en el yo, destruye la alteridad y el amor verdadero.",Filosofía,2012,https://drive.google.com/file/d/1j_lkbxn-39wONACvCLh3qeCqbaajw04W/preview
1247,La expulsion de lo distinto - Byung-Chul Han,"Han, Byung-Chul",Análisis sobre la desaparición de la otredad en un mundo dominado por el consumo de lo mismo.,Filosofía,2016,https://drive.google.com/file/d/1t4jRt-JMfRSn512lxoxoH4y4--VP95K8/preview
1248,La salvacion de lo bello - Byung-Chul Han,"Han, Byung-Chul","Defensa de la belleza frente a la 'estetización' digital que solo busca lo pulido, lo liso y lo inmediato.",Filosofía,2015,https://drive.google.com/file/d/1OIzVfxZsj8bpfeNJo97hPEFhjpix1_J9/preview
1249,La sociedad de la transparencia - Byung-Chul Han,"Han, Byung-Chul",Ensayo que denuncia cómo la exigencia de transparencia total se convierte en una nueva forma de vigilancia y control.,Filosofía,2012,https://drive.google.com/file/d/1GAAyJe6FjFAjK1Enms4pKZuHyJdAtYcA/preview
1250,La sociedad del cansancio - Byung-Chul Han,"Han, Byung-Chul",Diagnóstico sobre la autoexplotación y las patologías neuronales resultantes del exceso de positividad en la sociedad actual.,Filosofía,2010,https://drive.google.com/file/d/1ZpeNKV7t9tDpn6qK98vFWG7O7zfmes4L/preview
1251,Psicopolitica - Byung-Chul Han,"Han, Byung-Chul",Investigación sobre el nuevo régimen de dominación que utiliza el Big Data para manipular y vigilar la psique humana.,Filosofía,2014,https://drive.google.com/file/d/1-CmKn7eQ6_iOxbpcZu5fsMwEqtMtbTTQ/preview
1252,Sobre el poder - Byung-Chul Han,"Han, Byung-Chul",Nueva interpretación del concepto de poder como un proceso de mediación que integra la libertad del otro.,Filosofía,2005,https://drive.google.com/file/d/18GrjDazJd0aF8v1ttdttWvSbzESpulnu/preview
1253,Topologia de la violencia - Byung-Chul Han,"Han, Byung-Chul","Estudio sobre las metamorfosis de la violencia, desde la coerción física hasta la presión psicológica del rendimiento.",Filosofía,2011,https://drive.google.com/file/d/1kVb0yEGeakcpi18mVs1lqkfwwkTxrHm6/preview
1254,21 lecciones para el siglo XXI - Yuval Noah Harari,"Harari, Yuval Noah","Reflexiones urgentes sobre los desafíos actuales: tecnología, política, religión y la verdad en la era de la posverdad.",Ensayo,2018,https://drive.google.com/file/d/1ehOmjVjjK7wmKZiymwS6b9tALmSKZ_HA/preview
1255,De animales a dioses - Yuval Noah Harari,"Harari, Yuval Noah",Breve historia de la humanidad que analiza cómo el Homo sapiens llegó a dominar el planeta mediante mitos compartidos.,Ensayo,2011,https://drive.google.com/file/d/1jlUY6C9Rj7ByGGyG9s0a_bnJvPxAN3P1/preview
1256,Homo Deus - Yuval Noah Harari,"Harari, Yuval Noah","Exploración del futuro de la humanidad, analizando cómo la biotecnología y la inteligencia artificial podrían transformarnos en dioses.",Ensayo,2015,https://drive.google.com/file/d/17bTstdCEHR9L5_hwqFMvBayPqqUokeRb/preview
1257,A hombros de gigantes (Ed. ilustrada) - Stephen Hawking,"Hawking, Stephen",Compendio comentado de los textos fundamentales que revolucionaron la astronomía y la física a lo largo de los siglos.,Divulgación científica,2002,https://drive.google.com/file/d/1AdOQm5UetgpafYsxSMoNBV2nVEK0u9RZ/preview
1258,Agujeros negros - Stephen Hawking,"Hawking, Stephen",Breve y accesible lección sobre la naturaleza de los agujeros negros y la información que estos pueden contener.,Divulgación científica,2016,https://drive.google.com/file/d/1CRUreF5MmpWI2B6wWlcg9aaQ_baoT54l/preview
1259,Agujeros negros y pequenos universos - Stephen Hawking,"Hawking, Stephen","Serie de ensayos personales y científicos sobre cosmología, el destino del universo y la vida del autor.",Divulgación científica,1993,https://drive.google.com/file/d/1Np4p3GzHsEb0VlFnxTwi3EtI6GHRojhH/preview
1260,Breve historia de mi vida - Stephen Hawking,"Hawking, Stephen","Relato autobiográfico íntimo que narra su infancia, su enfermedad y su trayectoria como físico teórico mundialmente famoso.",Memorias,2013,https://drive.google.com/file/d/1zxu5lmFm1JjjIDn-Rc6Ilu-fnYCHblt-/preview
1261,Breves respuestas a las grandes preguntas - Stephen Hawking,"Hawking, Stephen","Obra póstuma donde el científico ofrece su visión sobre Dios, el universo, la IA y la supervivencia humana.",Divulgación científica,2018,https://drive.google.com/file/d/1P8Ou_qh2Ldq367er7I_Gx3WfROL_5gBB/preview
1262,El gran diseno - Stephen Hawking,"Hawking, Stephen",Investigación sobre las leyes del universo y la teoría M que busca explicar la realidad sin necesidad de creador.,Divulgación científica,2010,https://drive.google.com/file/d/1cTiiRYbZBd5Iu-ZMuck0WTD1S1YO2A2q/preview
1263,El universo en una cascara de nuez - Stephen Hawking,"Hawking, Stephen","Viaje visual y conceptual por las fronteras de la física teórica, la supergravedad y la teoría de cuerdas.",Divulgación científica,2001,https://drive.google.com/file/d/1Ad88KRS8yYcT3zj30xYSryiEYv-AWJQD/preview
1264,La teoria del todo - Stephen Hawking,"Hawking, Stephen",Siete conferencias que resumen la historia del universo desde el Big Bang hasta el destino de los agujeros negros.,Divulgación científica,2002,https://drive.google.com/file/d/1tzEukh5skMQoxnwojyzDHp7mWHbn6EVD/preview
1265,Adios a las armas - Ernest Hemingway,"Hemingway, Ernest",Historia de amor trágico entre un conductor de ambulancias y una enfermera durante la Primera Guerra Mundial.,Novela,1929,https://drive.google.com/file/d/15PDm5a-rb4ovwoLJ-0fPA8ke4QjFcLLC/preview
1266,Aguas primaverales - Ernest Hemingway,"Hemingway, Ernest",Novela breve y satírica que parodia los estilos literarios de los contemporáneos del autor en su época.,Novela,1926,https://drive.google.com/file/d/1swN7LMWkdR2UFbdmDO2wi29SyyAevl-b/preview
1267,Al otro lado del rio y entre los arboles - Ernest Hemingway,"Hemingway, Ernest",Un coronel estadounidense reflexiona sobre su vida y amores mientras pasa sus últimos días en Venecia.,Novela,1950,https://drive.google.com/file/d/1r7TK9GjaJyvwxND9szpafb4mbK4YArPo/preview
1268,Al romper el alba - Ernest Hemingway,"Hemingway, Ernest","Novela póstuma inspirada en un safari por África, mezclando ficción con elementos autobiográficos sobre la caza.",Novela,1999,https://drive.google.com/file/d/14zmWheT5eacpVTTJ2jQPzdxJHdR8Eoxw/preview
1269,Cuentos - Ernest Hemingway,"Hemingway, Ernest","Recopilación magistral de la narrativa breve del autor, destacando su estilo directo y la teoría del iceberg.",Cuento,2005,https://drive.google.com/file/d/1UdSVaxbED0nmBP5lgeQi9yC7_bKfZBnZ/preview
1270,"Despachos de la guerra civil espanola, 193 - Ernest Hemingway","Hemingway, Ernest",Crónicas periodísticas enviadas por el autor durante su cobertura del conflicto bélico en España.,Periodismo,2005,https://drive.google.com/file/d/1L-1hgxU8q3d5g3qrD7IvHMksWnKWAM0A/preview
1271,El viejo y el mar - Ernest Hemingway,"Hemingway, Ernest",Un anciano pescador lucha heroicamente contra un enorme pez espada en las aguas del Caribe.,Novela corta,1952,https://drive.google.com/file/d/19CIX53EaRlHQ88Wdms4v3_u25p2m4Zr-/preview
1272,En nuestro tiempo - Ernest Hemingway,"Hemingway, Ernest",Primer libro de cuentos del autor que incluye viñetas sobre la guerra y la vida de Nick Adams.,Cuento,1925,https://drive.google.com/file/d/1L8_7dWLxE-tqDOfkH3klJ5f5jdbDVprv/preview
1273,Fiesta - Ernest Hemingway,"Hemingway, Ernest",Novela icónica sobre la 'generación perdida' y sus viajes por París y los sanfermines de Pamplona.,Novela,1926,https://drive.google.com/file/d/1KCWpMf7u8ZKrFwd2IMf9eBPWIsGD1YC3/preview
1274,Islas a la deriva - Ernest Hemingway,"Hemingway, Ernest",Trilogía póstuma que sigue la vida del artista Thomas Hudson en las Bahamas y Cuba.,Novela,1970,https://drive.google.com/file/d/14mjsG9pRzkJITXLKadTluAtL4djUWaQa/preview
1275,Islas en el golfo - Ernest Hemingway,"Hemingway, Ernest",Saga familiar y de aventuras marítimas que explora la soledad y el deber en entornos tropicales.,Novela,1970,https://drive.google.com/file/d/1aJrjFVtwy4PfBxasYsLFcWAySAJnkdlh/preview
1276,Las nieves del Kilimanjaro - Ernest Hemingway,"Hemingway, Ernest",Relato sobre un escritor que agoniza en África y reflexiona sobre sus fracasos y talentos desperdiciados.,Cuento,1936,https://drive.google.com/file/d/1xxawXJA3YV8ddNo7dT00NIMINXLi3HnX/preview
1277,Las verdes colinas de Africa - Ernest Hemingway,"Hemingway, Ernest","Narración autobiográfica sobre un safari en el África oriental, centrada en la caza mayor y la naturaleza.",Crónica de viaje,1935,https://drive.google.com/file/d/1h-AenxB-GnBq3u5NwqwReRByZUwXSHcP/preview
1278,Muerte en la tarde - Ernest Hemingway,"Hemingway, Ernest","Tratado exhaustivo sobre la tauromaquia en España, analizando su técnica, su valor espiritual y su tragedia.",Ensayo,1932,https://drive.google.com/file/d/12IFSUd2oEK2Aa2vC5p7Y5YmhESG5xWQh/preview
1279,Paris era una fiesta - Ernest Hemingway,"Hemingway, Ernest",Memorias nostálgicas sobre sus años de juventud en el París bohemio junto a otros grandes escritores.,Memorias,1964,https://drive.google.com/file/d/1qtA6c5Z_42E6uhlcJ1dKS18gVJnTfeC6/preview
1280,Por quien doblan las campanas - Ernest Hemingway,"Hemingway, Ernest","Robert Jordan, un experto en explosivos, participa en una misión suicida durante la Guerra Civil española.",Novela,1940,https://drive.google.com/file/d/1nrZ-tdoCoxD4x7i0pip2-29OhDsGGCNa/preview
